ID,gender,age,maritalStatus,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50
12852,Female,21,Single,Bachelors degree,Student,$62500 - $74999,never,less1,1~3,less1,less1
18936,Female,31,Married partner,Associates degree,Student,$87500 - $99999,never,4~8,4~8,less1,less1
21855,Male,26,Unmarried partner,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never
11032,Female,50plus,Divorced,Graduate degree (Masters or Doctorate),Retired,$12500 - $24999,1~3,4~8,4~8,4~8,less1
14964,Male,21,Single,Bachelors degree,Sales & Related,$100000 or More,less1,4~8,1~3,4~8,1~3
18300,Male,26,Married partner,Graduate degree (Masters or Doctorate),Architecture & Engineering,$100000 or More,1~3,1~3,1~3,4~8,4~8
22313,Female,36,Married partner,Bachelors degree,Unemployed,$100000 or More,less1,never,1~3,less1,less1
19385,Male,21,Single,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3
19651,Male,21,Single,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,
12804,Male,below21,Single,Some college - no degree,Student,$50000 - $62499,never,1~3,4~8,4~8,less1
17455,Female,50plus,Married partner,Bachelors degree,Sales & Related,$50000 - $62499,4~8,4~8,1~3,1~3,less1
19031,Male,21,Single,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never
14742,Female,50plus,Single,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1
22439,Female,50plus,Married partner,Bachelors degree,Unemployed,$37500 - $49999,never,less1,1~3,1~3,1~3
10994,Female,31,Married partner,Bachelors degree,Arts Design Entertainment Sports & Media,$25000 - $37499,never,never,1~3,never,never
13418,Female,46,Married partner,Some college - no degree,Arts Design Entertainment Sports & Media,$25000 - $37499,less1,4~8,1~3,1~3,less1
18402,Female,50plus,Single,Bachelors degree,Installation Maintenance & Repair,$25000 - $37499,never,4~8,4~8,gt8,less1
20958,Female,31,Married partner,Bachelors degree,Student,$37500 - $49999,never,less1,gt8,4~8,less1
11852,Male,41,Single,High School Graduate,Installation Maintenance & Repair,$12500 - $24999,less1,1~3,1~3,less1,never
16044,Female,26,Unmarried partner,Some college - no degree,Management,$37500 - $49999,less1,less1,less1,1~3,less1
12423,Female,21,Single,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,4~8,4~8,4~8,4~8,less1
18568,Female,21,Married partner,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3
15699,Female,26,Married partner,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,4~8,1~3,4~8,4~8,1~3
13713,Female,50plus,Single,Bachelors degree,Sales & Related,$25000 - $37499,never,less1,1~3,1~3,1~3
10704,Male,36,Unmarried partner,Bachelors degree,Education&Training&Library,$25000 - $37499,less1,never,4~8,gt8,less1
21496,Female,41,Married partner,Some college - no degree,Arts Design Entertainment Sports & Media,$87500 - $99999,1~3,1~3,4~8,4~8,1~3
22083,Female,46,Married partner,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,
18352,Male,26,Unmarried partner,Bachelors degree,Sales & Related,$75000 - $87499,never,never,1~3,4~8,1~3
11678,Male,46,Single,Bachelors degree,Management,$100000 or More,never,less1,4~8,1~3,never
21350,Male,31,Single,Associates degree,Unemployed,Less than $12500,less1,less1,less1,1~3,less1
11547,Female,21,Single,Bachelors degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,1~3,1~3,1~3
13014,Female,31,Divorced,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,1~3,never,4~8,less1,less1
13840,Female,50plus,Married partner,Associates degree,Arts Design Entertainment Sports & Media,$25000 - $37499,never,never,less1,1~3,never
13808,Male,21,Married partner,Some college - no degree,Education&Training&Library,$25000 - $37499,never,never,1~3,1~3,less1
16736,Male,21,Single,Some college - no degree,Unemployed,$75000 - $87499,1~3,4~8,less1,less1,never
18508,Male,46,Married partner,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,less1,1~3,1~3,less1,1~3
12990,Male,21,Unmarried partner,Some college - no degree,Protective Service,$25000 - $37499,gt8,4~8,gt8,4~8,less1
20426,Female,21,Single,High School Graduate,Unemployed,Less than $12500,1~3,4~8,gt8,gt8,4~8
12625,Male,46,Married partner,Bachelors degree,Management,$100000 or More,4~8,never,4~8,4~8,1~3
17196,Female,50plus,Married partner,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,1~3,never,1~3,less1
16731,Female,31,Married partner,Associates degree,Unemployed,$37500 - $49999,never,1~3,1~3,1~3,1~3
10181,Female,26,Single,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,never,1~3,4~8,1~3,less1
11309,Female,21,Unmarried partner,High School Graduate,Student,$37500 - $49999,never,1~3,1~3,4~8,never
13617,Female,26,Single,Bachelors degree,Retired,$87500 - $99999,never,less1,less1,1~3,less1
19676,Male,21,Single,Some college - no degree,Student,$62500 - $74999,never,never,4~8,1~3,1~3
22051,Male,46,Married partner,Bachelors degree,Community & Social Services,$100000 or More,less1,never,1~3,1~3,1~3
14753,Female,50plus,Single,Bachelors degree,Retired,$37500 - $49999,never,never,less1,4~8,less1
21706,Female,50plus,Married partner,High School Graduate,Sales & Related,$37500 - $49999,never,gt8,4~8,1~3,less1
13031,Male,21,Single,Some college - no degree,Student,$12500 - $24999,less1,never,less1,less1,less1
21727,Female,21,Single,Bachelors degree,Arts Design Entertainment Sports & Media,$75000 - $87499,gt8,less1,gt8,4~8,never
14306,Female,46,Single,Some college - no degree,Protective Service,$25000 - $37499,1~3,never,4~8,1~3,1~3
10005,Female,21,Unmarried partner,Some college - no degree,Unemployed,$37500 - $49999,never,never,,4~8,1~3
16609,Male,36,Married partner,Bachelors degree,Sales & Related,$62500 - $74999,never,never,less1,1~3,1~3
10591,Male,26,Single,Bachelors degree,Office & Administrative Support,$50000 - $62499,4~8,never,4~8,1~3,less1
17063,Male,26,Married partner,Associates degree,Building & Grounds Cleaning & Maintenance,$37500 - $49999,less1,less1,1~3,1~3,less1
11069,Female,31,Unmarried partner,Some college - no degree,Office & Administrative Support,$75000 - $87499,less1,1~3,gt8,4~8,1~3
20031,Male,26,Single,Bachelors degree,Community & Social Services,$25000 - $37499,4~8,4~8,1~3,4~8,1~3
20476,Female,31,Unmarried partner,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,1~3,less1,1~3,1~3,less1
16858,Female,46,Married partner,Some High School,Unemployed,$12500 - $24999,never,never,less1,less1,never
21629,Male,41,Married partner,Some college - no degree,Business & Financial,$100000 or More,less1,less1,1~3,1~3,less1
17276,Female,26,Married partner,Associates degree,Unemployed,$37500 - $49999,less1,1~3,1~3,1~3,1~3
19982,Female,21,Married partner,High School Graduate,Office & Administrative Support,$12500 - $24999,never,never,4~8,1~3,less1
15183,Female,50plus,Single,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,never,never,4~8,4~8,less1
19480,Male,31,Married partner,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1
18553,Female,36,Unmarried partner,Associates degree,Unemployed,$75000 - $87499,never,never,gt8,gt8,1~3
15206,Female,50plus,Unmarried partner,Some college - no degree,Management,$37500 - $49999,never,never,4~8,1~3,less1
11008,Female,31,Married partner,Bachelors degree,Arts Design Entertainment Sports & Media,$25000 - $37499,never,never,1~3,never,never
21287,Male,21,Single,Bachelors degree,Student,$25000 - $37499,1~3,4~8,1~3,1~3,less1
11153,Female,31,Married partner,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1
10602,Male,26,Single,Bachelors degree,Office & Administrative Support,$50000 - $62499,4~8,never,4~8,1~3,less1
15722,Male,21,Single,Some college - no degree,Student,$100000 or More,less1,1~3,1~3,1~3,less1
21928,Female,below21,Single,Some college - no degree,Student,$100000 or More,never,less1,1~3,1~3,1~3
11991,Male,21,Married partner,Bachelors degree,Management,$50000 - $62499,never,never,4~8,4~8,1~3
11217,Male,below21,Single,Some college - no degree,Student,$62500 - $74999,never,1~3,1~3,never,1~3
20780,Female,31,Single,High School Graduate,Healthcare Support,$25000 - $37499,never,1~3,1~3,1~3,less1
20645,Male,21,Unmarried partner,Some college - no degree,Student,Less than $12500,less1,1~3,4~8,4~8,1~3
11780,Male,21,Unmarried partner,Some college - no degree,Student,$12500 - $24999,4~8,1~3,4~8,4~8,1~3
11653,Female,26,Married partner,Some college - no degree,Unemployed,$37500 - $49999,1~3,4~8,1~3,4~8,less1
14208,Male,41,Married partner,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,less1,less1,gt8,gt8,4~8
18505,Male,46,Married partner,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,less1,1~3,1~3,less1,1~3
21649,Male,21,Single,Some college - no degree,Student,Less than $12500,less1,less1,less1,1~3,1~3
10065,Male,46,Single,Some college - no degree,Student,$12500 - $24999,never,4~8,1~3,1~3,never
19117,Female,21,Married partner,Some college - no degree,Student,Less than $12500,less1,gt8,4~8,1~3,1~3
15271,Male,50plus,Married partner,Graduate degree (Masters or Doctorate),Retired,$62500 - $74999,never,4~8,1~3,4~8,less1
17991,Male,36,Married partner,Bachelors degree,Business & Financial,$75000 - $87499,less1,less1,4~8,1~3,1~3
18560,Female,36,Unmarried partner,Associates degree,Unemployed,$75000 - $87499,never,never,gt8,gt8,1~3
19694,Male,41,Married partner,Some college - no degree,Production Occupations,$25000 - $37499,less1,never,gt8,1~3,1~3
17912,Male,26,Married partner,Bachelors degree,Education&Training&Library,$50000 - $62499,never,less1,1~3,1~3,1~3
22088,Female,21,Unmarried partner,Some college - no degree,Office & Administrative Support,$25000 - $37499,never,never,1~3,never,never
18212,Male,50plus,Widowed,Some college - no degree,Installation Maintenance & Repair,Less than $12500,never,never,1~3,less1,less1
15090,Male,21,Single,High School Graduate,Unemployed,$25000 - $37499,less1,1~3,4~8,1~3,less1
16172,Female,21,Unmarried partner,Some college - no degree,Sales & Related,$25000 - $37499,never,less1,less1,less1,never
13369,Male,26,Single,High School Graduate,Sales & Related,$12500 - $24999,never,never,4~8,1~3,never
10568,Male,31,Single,Some college - no degree,Sales & Related,$37500 - $49999,4~8,gt8,gt8,1~3,less1
20061,Female,50plus,Single,Some college - no degree,Unemployed,Less than $12500,never,1~3,less1,1~3,less1
12527,Male,50plus,Married partner,Associates degree,Management,$12500 - $24999,4~8,4~8,4~8,gt8,gt8
21209,Male,26,Single,Bachelors degree,Student,$12500 - $24999,less1,gt8,gt8,gt8,less1
15408,Female,26,Unmarried partner,Bachelors degree,Education&Training&Library,$50000 - $62499,1~3,1~3,1~3,1~3,1~3
18162,Female,46,Unmarried partner,Graduate degree (Masters or Doctorate),Unemployed,$100000 or More,never,less1,less1,1~3,less1
18954,Female,31,Married partner,Associates degree,Student,$87500 - $99999,never,4~8,4~8,less1,less1
10565,Female,46,Single,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,never,less1,less1,less1,never
17807,Male,36,Married partner,Associates degree,Management,$100000 or More,1~3,1~3,1~3,1~3,1~3
16774,Female,31,Married partner,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,gt8,4~8,1~3
14382,Male,21,Unmarried partner,Some college - no degree,Student,Less than $12500,less1,1~3,4~8,4~8,never
10303,Male,41,Married partner,Graduate degree (Masters or Doctorate),Education&Training&Library,$50000 - $62499,never,1~3,1~3,1~3,less1
11672,Male,50plus,Unmarried partner,Bachelors degree,Personal Care & Service,$100000 or More,gt8,never,1~3,4~8,1~3
18327,Female,41,Married partner,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,less1,4~8,gt8,1~3,less1
15795,Female,31,Unmarried partner,Bachelors degree,Management,$25000 - $37499,4~8,less1,1~3,4~8,1~3
15218,Male,31,Married partner,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,never,1~3,4~8,4~8,less1
16326,Female,36,Divorced,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,never,gt8,gt8,gt8,1~3
20238,Female,below21,Unmarried partner,High School Graduate,Student,Less than $12500,never,4~8,1~3,4~8,less1
17691,Male,50plus,Married partner,Graduate degree (Masters or Doctorate),Retired,$50000 - $62499,less1,less1,less1,1~3,1~3
12222,Male,36,Married partner,Associates degree,Protective Service,$100000 or More,4~8,never,4~8,4~8,1~3
10585,Male,31,Single,Some college - no degree,Sales & Related,$37500 - $49999,4~8,gt8,gt8,1~3,less1
19343,Female,50plus,Single,Associates degree,Retired,Less than $12500,never,never,less1,never,never
18588,Female,21,Unmarried partner,Bachelors degree,Education&Training&Library,$25000 - $37499,1~3,1~3,less1,1~3,never
18316,Male,26,Married partner,Graduate degree (Masters or Doctorate),Architecture & Engineering,$100000 or More,1~3,1~3,1~3,4~8,4~8
16722,Female,31,Married partner,Associates degree,Unemployed,$37500 - $49999,never,1~3,1~3,1~3,1~3
14341,Female,31,Unmarried partner,Bachelors degree,Sales & Related,$37500 - $49999,1~3,less1,4~8,4~8,less1
22225,Female,21,Married partner,Some college - no degree,Healthcare Support,$12500 - $24999,less1,1~3,1~3,1~3,less1
13176,Male,50plus,Married partner,Some college - no degree,Retired,$87500 - $99999,never,never,1~3,1~3,less1
19288,Female,26,Unmarried partner,High School Graduate,Healthcare Support,$25000 - $37499,less1,less1,1~3,1~3,1~3
15318,Male,21,Unmarried partner,Bachelors degree,Business & Financial,$75000 - $87499,1~3,less1,4~8,1~3,1~3
17043,Male,21,Unmarried partner,High School Graduate,Sales & Related,$37500 - $49999,never,less1,4~8,4~8,less1
21980,Female,21,Married partner,Bachelors degree,Unemployed,$37500 - $49999,never,less1,1~3,1~3,less1
14450,Male,below21,Unmarried partner,Some college - no degree,Student,$12500 - $24999,less1,gt8,4~8,1~3,less1
18186,Female,46,Married partner,Bachelors degree,Construction & Extraction,$12500 - $24999,1~3,4~8,4~8,1~3,less1
13376,Male,26,Single,High School Graduate,Sales & Related,$12500 - $24999,never,never,4~8,1~3,never
11038,Male,50plus,Unmarried partner,Bachelors degree,Retired,$100000 or More,never,never,1~3,gt8,never
14460,Female,36,Single,Graduate degree (Masters or Doctorate),Education&Training&Library,$37500 - $49999,less1,never,4~8,1~3,less1
17629,Male,50plus,Unmarried partner,Associates degree,Transportation & Material Moving,$50000 - $62499,never,1~3,4~8,4~8,1~3
20991,Male,21,Single,Some college - no degree,Student,$100000 or More,less1,1~3,1~3,less1,less1
10037,Male,21,Single,Bachelors degree,Architecture & Engineering,$62500 - $74999,never,less1,4~8,4~8,less1
11339,Female,46,Single,Some college - no degree,Sales & Related,$37500 - $49999,never,less1,1~3,1~3,1~3
21682,Female,41,Married partner,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,less1,1~3,4~8,1~3,never
18934,Female,31,Married partner,Associates degree,Student,$87500 - $99999,never,4~8,4~8,less1,less1
12819,Male,below21,Single,Some college - no degree,Student,$50000 - $62499,never,1~3,4~8,4~8,less1
15783,Female,41,Single,Associates degree,Sales & Related,$25000 - $37499,less1,less1,4~8,4~8,1~3
12892,Female,36,Married partner,Bachelors degree,Education&Training&Library,$50000 - $62499,,1~3,4~8,1~3,1~3
19256,Male,26,Single,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,gt8,4~8,4~8,1~3
14914,Female,31,Married partner,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,never,1~3,4~8,4~8,never
12951,Male,50plus,Married partner,Some college - no degree,Computer & Mathematical,$37500 - $49999,1~3,less1,4~8,1~3,1~3
12743,Male,36,Single,Some college - no degree,Sales & Related,$50000 - $62499,never,never,less1,4~8,less1
13200,Female,26,Married partner,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,gt8,never,1~3,less1,less1
13034,Male,21,Single,Some college - no degree,Student,$12500 - $24999,less1,never,less1,less1,less1
11800,Male,36,Unmarried partner,Some college - no degree,Unemployed,$87500 - $99999,1~3,less1,4~8,1~3,less1
16029,Female,26,Unmarried partner,Some college - no degree,Management,$37500 - $49999,less1,less1,less1,1~3,less1
16359,Female,21,Married partner,Some college - no degree,Unemployed,$50000 - $62499,less1,4~8,4~8,4~8,4~8
11120,Female,41,Married partner,Associates degree,Unemployed,$75000 - $87499,never,less1,4~8,1~3,less1
16469,Male,26,Single,Associates degree,Unemployed,Less than $12500,less1,less1,1~3,less1,less1
18908,Male,26,Unmarried partner,Associates degree,Management,$12500 - $24999,less1,less1,4~8,1~3,less1
18408,Male,26,Single,Bachelors degree,Food Preparation & Serving Related,$50000 - $62499,4~8,1~3,4~8,1~3,4~8
12179,Male,21,Single,Bachelors degree,Student,$100000 or More,4~8,gt8,4~8,gt8,1~3
